,Title,Suggested Duration,Address,Ratings,Transport
176,Chinatown,Suggested Duration Not Available,"Gerrard Street & Lisle Street, London W1D 6JW England",Ratings Not Available,"['Leicester Square', 'Piccadilly Circus', 'Rental Cars']"
177,Kensington Palace,Suggested Duration:2-3 hours,"Kensington Gardens Kensington Gardens, London W8 4PX England",3.5,"['High St Kensington', 'Queensway', 'Rental Cars']"
178,Baker Street,Suggested Duration Not Available,"Baker Street, London W1U England",4,"['Baker St', 'Marylebone', 'Rental Cars']"
179,Liverpool Street Station,Suggested Duration Not Available,"Liverpool Street Station, London EC2M 7QH England",Ratings Not Available,"['Liverpool St', 'London Liverpool St', 'Rental Cars']"
180,Waterloo mainline station,Suggested Duration Not Available,"Waterloo Station, London SE1 8SW England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
181,London Victoria Station,Suggested Duration Not Available,"Victoria Station Victoria Arcade, London SW1E 5ND England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
182,BT Tower (The British Telecom Tower),Suggested Duration Not Available,"B T Tower 60 Cleveland Mews, London W1T 4JZ England",Ratings Not Available,"['Goodge St', 'Warren St', 'Rental Cars']"
183,Westminster Bridge,Suggested Duration Not Available,London England,Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
184,Sloane Square,Suggested Duration Not Available,London England,4,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
185,Abney Park Cemetery,Suggested Duration Not Available,"Abney Park Cemetery Cemetery Stoke Stoke Newington High Street, London N16 0LH England",Ratings Not Available,"['Stoke Newington', 'Rectory Road', 'Rental Cars']"
186,Queen Elizabeth II Great Court,Suggested Duration Not Available,London England,4.5,"['Tottenham Court Road', 'Holborn', 'Rental Cars']"
187,"Garden Lodge Queen, Londra",Suggested Duration Not Available,"Logan Place, London England",Ratings Not Available,"[""Earl's Court"", 'High St Kensington', 'Rental Cars']"
188,"The Meeting Place Statue, St. Pancras Station",Suggested Duration Not Available,"Euston Road adj. to King's Cross Station St Pancras Station, London England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
189,Emery Walker Arts & Crafts house,Suggested Duration Not Available,"7 Hammersmith Terrace, London W6 9TS England",Ratings Not Available,"['Stamford Brook', 'Ravenscourt Park', 'Rental Cars']"
190,"Nunhead Cemetery, South London",Suggested Duration Not Available,"Nunhead Cemetery Linden Grove, London SE15 3LP England",Ratings Not Available,"['Wapping', 'London Bridge', 'Rental Cars']"
191,Burgh House & Hampstead Museum,Suggested Duration Not Available,"Burgh House New End Square Hampstead, London NW3 1LT England",4.5,"['South Hampstead', 'Hampstead', 'Rental Cars']"
192,Tavistock Square,Suggested Duration Not Available,London England,4,"['Russell Square', 'Euston', 'Rental Cars']"
193,Paternoster Square,Suggested Duration Not Available,"Just North of St. Paul's Cathedral, London EC4M 7DX England",Ratings Not Available,"[""St. Paul's"", 'Mansion House', 'Rental Cars']"
194,St. James's Palace,Suggested Duration:1-2 hours,"Marlborough Rd, St. James's, London SW1A 1BS England",4,"['Green Park', 'Piccadilly Circus', 'Rental Cars']"
195,London Stadium,Suggested Duration:More than 3 hours,"Olympic Stadium Loop Road Queen Elizabeth Olympic Park, Stratford, London E20 2ST England",4,"['West Ham', 'Pudding Mill Lane', 'Rental Cars']"
196,Statue of Eros (Anteros),Suggested Duration Not Available,"Piccadilly Circus, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
197,The Prime Meridian Line,Suggested Duration Not Available,"Meridian Line and Historic Royal Observatory, Meridian Courtyard Royal Observatory, London SE10 9NF England",Ratings Not Available,"['North Greenwich', 'Canary Wharf', 'Rental Cars']"
198,Camden Passage,Suggested Duration Not Available,"Camden Passage Islington, London N1 8EA England",4,"['Highbury & Islington', 'Highbury & Islington', 'Rental Cars']"
199,Fleet Street,Suggested Duration Not Available,"Fleet St, London EC4A England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
200,Charing Cross Road,Suggested Duration Not Available,London England,Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
201,Australian War Memorial,Suggested Duration Not Available,"Hyde Park opp. Apsley House, London W2 2UH England",Ratings Not Available,"['Lancaster Gate', 'Paddington', 'Rental Cars']"
202,London's Roman Amphitheatre,Suggested Duration Not Available,"Guildhall, City of London, London EC3R 7JP England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
203,Bankside,Suggested Duration Not Available,London England,Ratings Not Available,"['Mansion House', 'Cannon St', 'Rental Cars']"
204,Fulham Palace,Suggested Duration Not Available,"Fulham Palace Bishops Avenue Fulham, London SW6 6EA England",4,"['Putney Bridge', 'Parsons Green', 'Rental Cars']"
205,St. Etheldreda's,Suggested Duration Not Available,"Ely Place Holborn Circus, London EC1 England",Ratings Not Available,"['Farringdon', 'Chancery Lane', 'Rental Cars']"
206,Surrey Docks Farm,Suggested Duration Not Available,"South Wharf Rotherhithe Street, London SE16 5ET England",4.5,"['Canary Wharf', 'Canary Wharf', 'Rental Cars']"
207,East London Mosque & London Muslim Centre,Suggested Duration:< 1 hour,"46-92 Whitechapel Road, London E1 1JQ England",5,"['Whitechapel', 'Whitechapel', 'Rental Cars']"
208,London Central Mosque,Suggested Duration Not Available,"146 Park Road, London NW8 7RG England",Ratings Not Available,"['Marylebone', ""St. John's Wood"", 'Rental Cars']"
209,Shaftesbury Avenue,Suggested Duration Not Available,London England,4,"['Leicester Square', 'Piccadilly Circus', 'Rental Cars']"
210,Platform 9 3/4,Suggested Duration Not Available,"King's Cross Station, London N1C 4AP England",Ratings Not Available,"[""King's Cross St. Pancras"", 'Euston', 'Rental Cars']"
211,Mansion House of City of London,Suggested Duration Not Available,"Walbrook, London EC4N 8BH England",Ratings Not Available,"['Bank', 'Bank', 'Rental Cars']"
212,2 Willow Road,Suggested Duration Not Available,"Flat 2 Willow Hall 2 Willow Road Hampstead, London NW3 1TR England",4.5,"['Morden', 'Rental Cars']"
213,London Bridge,Suggested Duration Not Available,London SE1 9DD England,Ratings Not Available,"['Monument', 'London Bridge', 'Rental Cars']"
214,Bunhill Fields,Suggested Duration Not Available,"38 City Rd, London, London EC1Y 1AU England",Ratings Not Available,"['Old St', 'Moorgate', 'Rental Cars']"
215,Grosvenor Square,Suggested Duration Not Available,"Mayfair Apartments 9 Charles Street, London W1J 5DL England",Ratings Not Available,"['Green Park', 'Bond St', 'Rental Cars']"
216,Central Hall Westminster,Suggested Duration Not Available,"Central Hall, Westminster, Storeys Gate Westminster, London SW1H 9NH England",4,"['Charing Cross', 'Embankment', 'Rental Cars']"
217,Pitzhanger Manor & Gallery,Suggested Duration Not Available,"Walpole Park Mattock Lane Walpole Park Ealing, London W5 5EQ England",Ratings Not Available,"['Ealing Broadway', 'South Ealing', 'Rental Cars']"
218,St. Mary-le-Bow,Suggested Duration Not Available,"Cheapside, London EC2 England",4,"['Mansion House', ""St. Paul's"", 'Rental Cars']"
219,Lincoln's Inn,Suggested Duration Not Available,"Lincoln's Inn Fields, London WC2A 3TL England",Ratings Not Available,"['Chancery Lane', 'Holborn', 'Rental Cars']"
220,Little Ben,Suggested Duration Not Available,"at the intersection of Vauxhall Bridge Road and Victoria Street Westminster, London England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
221,Millennium Mile,Suggested Duration Not Available,London England,Ratings Not Available,"['Blackfriars', 'Mansion House', 'Rental Cars']"
222,Trinity Hill Memorial,Suggested Duration Not Available,"Trinity House Trinity Square, London EC3N 4DH England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
223,Nelson Mandela Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
224,St. Magnus The Martyr,Suggested Duration Not Available,"Lower Thames Street, London EC3R 6DN England",Ratings Not Available,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
225,Chelsea,Suggested Duration Not Available,"Chelsea, London England",4,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
226,Royal Artillery Memorial,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
227,London Wall,Suggested Duration Not Available,"60 London Wall, London EC2M 5TQ England",Ratings Not Available,"['Moorgate', 'Bank', 'Rental Cars']"
228,Buddhapadipa Temple,Suggested Duration Not Available,"Wimbledon Parkside 14 Calonne Road Wimbledon Parkside, London SW19 5HJ England",Ratings Not Available,"['Morden', 'Putney Bridge', 'Rental Cars']"
229,Battersea Power Station,Suggested Duration:2-3 hours,"188 Kirtling Street, Nine Elms, London SW8 5BN England",4,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
230,Berkeley Square,Suggested Duration Not Available,"Berkeley Square Gardens, London W1J 5AR England",Ratings Not Available,"['Green Park', 'Bond St', 'Rental Cars']"
231,Lambeth Palace,Suggested Duration Not Available,"Lambeth Palace Road, London SE1 7JU England",Ratings Not Available,"['Waterloo', 'Embankment', 'Rental Cars']"
232,Deen City Farm,Suggested Duration:1-2 hours,"39 Windsor Avenue Merton Abbey, London SW19 2RR England",4.5,"['Morden', 'Putney Bridge', 'Rental Cars']"
233,Lambeth Bridge,Suggested Duration Not Available,London England,4,"['Waterloo', 'Embankment', 'Rental Cars']"
234,St Mary Abbots Church,Suggested Duration Not Available,"corner of Kensington High Street/Kensington Church Street, London W8 4LA England",Ratings Not Available,"['High St Kensington', 'Notting Hill Gate', 'Rental Cars']"
235,Hyde Park Corner,Suggested Duration Not Available,"The Mall / Piccadilly / Grosvenor Place Hyde Park, London England",Ratings Not Available,"['Hyde Park Corner', 'Knightsbridge', 'Rental Cars']"
236,Acklam Village Market,Suggested Duration Not Available,"4 - 8 Acklam Road, London W10 5TY England",4.5,"['Ladbroke Grove', 'Westbourne Park', 'Rental Cars']"
237,Chiswick House,Suggested Duration Not Available,"Chiswick House Chiswick House Grounds Burlington Lane Chiswick, London W4 2RP England",Ratings Not Available,"['Turnham Green', 'Chiswick Park', 'Rental Cars']"
238,New Zealand Memorial,Suggested Duration Not Available,"Hyde Park, London W2 2UH England",Ratings Not Available,"['Hyde Park Corner', 'Green Park', 'Rental Cars']"
239,The O2,Suggested Duration:2-3 hours,"Peninsula Square, London SE10 0DX England",4,"['North Greenwich', 'East India', 'Rental Cars']"
240,Still Water Horse Head Statue,Suggested Duration Not Available,"Marble Arch, London W1R 1DD England",Ratings Not Available,"['Marble Arch', 'Bond St', 'Rental Cars']"
241,WIlliam Wallace Memorial,Suggested Duration Not Available,"St. Bartholomew's Hospital W Smithfield, London EC1A 9DS England",Ratings Not Available,"['Barbican', 'Farringdon', 'Rental Cars']"
242,Camden High Street,Suggested Duration Not Available,"22 Camden High Street, London NW1 0JH England",Ratings Not Available,"['Mornington Crescent', 'Camden Town', 'Rental Cars']"
243,The Guild Church of ST Mary Aldermary,Suggested Duration Not Available,"Off Bread Street Watling Street, London EC4M 9BW England",Ratings Not Available,"['Mansion House', 'Cannon St', 'Rental Cars']"
244,Tower Hamlets Cemetery Park,Suggested Duration:2-3 hours,"The Lodge Southern Grove The Soanes Centre, London E3 4PX England",4.5,"['Mile End', 'Bow Road', 'Rental Cars']"
245,Paddington Waterside,Suggested Duration Not Available,"63-65 North Wharf Road, London W2 1LA England",Ratings Not Available,"['Paddington', 'Warwick Ave', 'Rental Cars']"
246,Crossbones Graveyard,Suggested Duration Not Available,"Redcross Way Southwark, London England",Ratings Not Available,"['London Bridge', 'Cannon St', 'Rental Cars']"
247,Park Lane,Suggested Duration Not Available,"Park Lane, London England",4,"['Green Park', 'Hyde Park Corner', 'Rental Cars']"
248,Gabriel's Wharf,Suggested Duration Not Available,"56 Upper Ground, London SE1 9PP England",Ratings Not Available,"['Temple', 'Southwark', 'Rental Cars']"
249,Mahatma Gandhi Statue,Suggested Duration Not Available,"Parliament Square, London SW1P 3BD England",Ratings Not Available,"['Charing Cross', 'Embankment', 'Rental Cars']"
250,David Bowie Memorial,Suggested Duration Not Available,"464 Brixton Road Tunstall Road, London SW9 8EA England",Ratings Not Available,"['Waterloo', 'Southwark', 'Rental Cars']"
251,St Olave's Church,Suggested Duration:< 1 hour,"8 Hart Street, London EC3R 7NB England",4.5,"['Tower Hill', 'Tower Gateway', 'Rental Cars']"
252,575 Wandsworth Road,Suggested Duration Not Available,"575 Wandsworth Road, London SW8 3JD England",Ratings Not Available,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
253,Bloomsbury,Suggested Duration Not Available,Address Not Available,4.5,[]
254,Strand,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
255,Holborn,Suggested Duration Not Available,London England,Ratings Not Available,"['Holborn', 'Covent Garden', 'Rental Cars']"
256,"All Souls Church, Langham Place",Suggested Duration:< 1 hour,"2 All Souls Place, London W1B 3DA England",4,"['Oxford Circus', ""Regent's Park"", 'Rental Cars']"
257,Haines of Sloane Square,Suggested Duration:< 1 hour,"Wellesley House Sloane Square, London SW1W 8AL England",5,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
258,Camden Town,Suggested Duration Not Available,London NW1 8AH England,Ratings Not Available,"['Camden Town', 'Camden Road', 'Rental Cars']"
259,All Saints Margaret Street,Suggested Duration:< 1 hour,"7 Margaret Street, London W1W 8JG England",5,"['Oxford Circus', 'Goodge St', 'Rental Cars']"
260,The Diana Princess of Wales Memorial Walk,Suggested Duration Not Available,London England,4,"['Lancaster Gate', 'Knightsbridge', 'Rental Cars']"
261,Lincoln's Inn Fields,Suggested Duration Not Available,Address Not Available,Ratings Not Available,[]
262,Inner Temple,Suggested Duration Not Available,"Inner Temple Temple, London EC4Y 7HL England",Ratings Not Available,"['Temple', 'Chancery Lane', 'Rental Cars']"
263,Michelin House,Suggested Duration Not Available,"81 Fulham Road Chelsea, London England",Ratings Not Available,"['Gloucester Road', 'Knightsbridge', 'Rental Cars']"
264,Sloane Street,Suggested Duration Not Available,London England,4,"['Knightsbridge', 'Hyde Park Corner', 'Rental Cars']"
265,Girl with a Dolphin Fountain,Suggested Duration Not Available,"North East side of Tower Bridge, London E1W 1LD England",Ratings Not Available,"['Gallions Reach', 'Tower Hill', 'Rental Cars']"
266,Crimean War Memorial,Suggested Duration Not Available,"Waterloo Place, London England",Ratings Not Available,"['Piccadilly Circus', 'Charing Cross', 'Rental Cars']"
267,Piccadilly Arcade,Suggested Duration Not Available,"Between Piccadilly and Jermyn Street, London England",Ratings Not Available,"['Piccadilly Circus', 'Leicester Square', 'Rental Cars']"
268,St. John's Smith Square,Suggested Duration Not Available,"Smith Square, London SW1P 3HA England",4,"['Waterloo', 'Embankment', 'Rental Cars']"
269,Hammersmith,Suggested Duration Not Available,"The Mall Hammersmith, London W6 9HW England",Ratings Not Available,"['Hammersmith', 'Hammersmith', 'Rental Cars']"
270,Sutton House,Suggested Duration Not Available,"Sutton House 2-4 Homerton High Street, London E9 6JQ England",Ratings Not Available,"['Hackney Central', 'Homerton', 'Rental Cars']"
271,Christ Church Spitalfields,Suggested Duration Not Available,"Christ Church Commercial Street Spitalfields, London E1 6LY England",4,"['Shoreditch High St', 'Liverpool St', 'Rental Cars']"
272,Tate Modern Viewing Level,Suggested Duration Not Available,"Tate Modern Bankside, London SE1 9TG, London England",Ratings Not Available,"['Blackfriars', 'Southwark', 'Rental Cars']"
